Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,1185732,04/16/2022,Northeast,Vermont,Burlington,Women's Street Footwear,57,133,"7,581","2,578",34%,In-store
Foot Locker,1185732,04/16/2022,Southeast,Kentucky,Louisville,Men's Street Footwear,60,153,"9,180","4,498",49%,Online
Kohl's,1189833,04/16/2022,Midwest,Kansas,Wichita,Men's Street Footwear,57,39,"2,223","1,045",47%,Outlet
Sports Direct,1197831,04/16/2022,West,Hawaii,Honolulu,Women's Street Footwear,32,178,"5,696","3,190",56%,In-store
Sports Direct,1197831,04/16/2022,Northeast,Connecticut,Hartford,Men's Street Footwear,40,133,"5,320","2,926",55%,Outlet
Kohl's,1189833,04/16/2022,West,New Mexico,Albuquerque,Women's Athletic Footwear,52,174,"9,048","2,986",33%,In-store
Kohl's,1189833,04/16/2022,Midwest,Kansas,Wichita,Men's Apparel,44,260,"11,440","3,546",31%,Online
Foot Locker,1185732,04/16/2022,Midwest,Nebraska,Omaha,Women's Street Footwear,31,82,"2,542","1,144",45%,Online
Sports Direct,1197831,04/16/2022,Midwest,Illinois,Chicago,Women's Street Footwear,39,400,"15,600","6,084",39%,Outlet
Sports Direct,1197831,04/16/2022,Northeast,New Jersey,Newark,Women's Athletic Footwear,32,275,"8,800","3,256",37%,Outlet
Sports Direct,1197831,04/16/2022,South,Texas,Dallas,Men's Athletic Footwear,60,120,"7,200","2,376",33%,Outlet
Kohl's,1189833,04/16/2022,South,Oklahoma,Oklahoma City,Women's Apparel,48,1,48,29,60%,Outlet
Foot Locker,1185732,04/17/2022,Southeast,South Carolina,Charleston,Women's Street Footwear,48,187,"8,976","3,860",43%,Online
West Gear,1128299,04/17/2022,Southeast,Florida,Orlando,Women's Apparel,49,131,"6,419","2,439",38%,Outlet
Walmart,1185732,04/17/2022,Northeast,New York,New York,Men's Apparel,54,270,"14,580","6,561",45%,Online
Sports Direct,1197831,04/17/2022,Northeast,Connecticut,Hartford,Men's Street Footwear,26,56,"1,456",655,45%,Online
Sports Direct,1197831,04/17/2022,Midwest,North Dakota,Fargo,Women's Street Footwear,37,225,"8,325","4,912",59%,In-store
West Gear,1128299,04/17/2022,West,California,San Francisco,Men's Apparel,56,95,"5,320","2,234",42%,Online
West Gear,1128299,04/17/2022,Northeast,New York,Albany,Men's Street Footwear,54,233,"12,582","6,039",48%,Online
Foot Locker,1185732,04/17/2022,Northeast,Delaware,Wilmington,Men's Athletic Footwear,41,133,"5,453","2,999",55%,Online
Foot Locker,1185732,04/17/2022,Northeast,Rhode Island,Providence,Men's Apparel,36,131,"4,716","2,217",47%,In-store
Sports Direct,1197831,04/17/2022,Southeast,Virginia,Richmond,Men's Street Footwear,55,208,"11,440","5,949",52%,In-store
Walmart,1185732,04/17/2022,Northeast,New York,New York,Men's Apparel,43,279,"11,997","3,959",33%,Outlet
West Gear,1128299,04/17/2022,Northeast,New York,Albany,Men's Athletic Footwear,49,201,"9,849","4,728",48%,In-store
Walmart,1185732,04/17/2022,South,Arkansas,Little Rock,Men's Athletic Footwear,27,133,"3,591","1,652",46%,Online
West Gear,1128299,04/17/2022,Northeast,West Virginia,Charleston,Men's Street Footwear,38,182,"6,916","2,559",37%,Outlet
Amazon,1185732,04/17/2022,Northeast,Vermont,Burlington,Men's Apparel,54,133,"7,182","2,657",37%,Outlet
Kohl's,1189833,04/17/2022,West,New Mexico,Albuquerque,Women's Athletic Footwear,26,43,"1,118",335,30%,Outlet
Sports Direct,1197831,04/17/2022,Southeast,North Carolina,Charlotte,Men's Street Footwear,25,224,"5,600","1,960",35%,Online
Amazon,1185732,04/17/2022,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,36,140,"5,040","1,613",32%,Online
West Gear,1128299,04/17/2022,West,Colorado,Denver,Women's Athletic Footwear,62,135,"8,370","5,022",60%,Online
Kohl's,1189833,04/17/2022,West,Wyoming,Cheyenne,Women's Apparel,46,324,"14,904","4,173",28%,Online
Walmart,1185732,04/17/2022,Northeast,New York,New York,Men's Apparel,60,183,"10,980","3,294",30%,Outlet
Foot Locker,1185732,04/17/2022,Southeast,Virginia,Richmond,Men's Apparel,23,133,"3,059",765,25%,Online
West Gear,1128299,04/17/2022,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45,208,"9,360","4,680",50%,Online
Foot Locker,1185732,04/17/2022,Midwest,South Dakota,Sioux Falls,Men's Apparel,85,67,"5,695","2,961",52%,Outlet
Foot Locker,1185732,04/17/2022,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,24,133,"3,192","1,436",45%,Online
Amazon,1185732,04/17/2022,Northeast,Maine,Portland,Women's Street Footwear,48,101,"4,848","1,988",41%,Outlet
Sports Direct,1197831,04/17/2022,Southeast,Virginia,Richmond,Women's Street Footwear,33,147,"4,851","1,698",35%,Online
Kohl's,1189833,04/17/2022,West,California,Los Angeles,Men's Street Footwear,61,30,"1,830",915,50%,Online
Sports Direct,1197831,04/17/2022,South,Tennessee,Knoxville,Men's Apparel,34,30,"1,020",490,48%,Online
Kohl's,1189833,04/17/2022,West,Wyoming,Cheyenne,Men's Street Footwear,38,128,"4,864","1,994",41%,Online
Foot Locker,1185732,04/17/2022,West,Arizona,Phoenix,Women's Apparel,35,131,"4,585","2,476",54%,In-store
Foot Locker,1185732,04/17/2022,West,Hawaii,Honolulu,Women's Street Footwear,32,133,"4,256","1,575",37%,In-store
West Gear,1128299,04/17/2022,West,Colorado,Denver,Women's Athletic Footwear,65,157,"10,205","4,592",45%,In-store
Kohl's,1189833,04/17/2022,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26,133,"3,458","1,314",38%,Online
Amazon,1185732,04/18/2022,Northeast,Maine,Portland,Men's Apparel,52,242,"12,584","2,894",23%,In-store
Kohl's,1189833,04/18/2022,Northeast,Delaware,Wilmington,Men's Street Footwear,40,101,"4,040","2,303",57%,Outlet
Sports Direct,1197831,04/18/2022,Midwest,Michigan,Detroit,Men's Street Footwear,50,201,"10,050","5,326",53%,Online
Sports Direct,1197831,04/18/2022,South,Alabama,Birmingham,Men's Athletic Footwear,45,125,"5,625","3,094",55%,Online
Foot Locker,1185732,04/18/2022,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,30,133,"3,990","1,835",46%,Online
West Gear,1128299,04/18/2022,Northeast,West Virginia,Charleston,Men's Apparel,43,120,"5,160","3,457",67%,Outlet
Walmart,1185732,04/18/2022,Northeast,New York,New York,Women's Apparel,62,290,"17,980","6,653",37%,Online
Foot Locker,1185732,04/18/2022,Southeast,South Carolina,Charleston,Men's Athletic Footwear,33,162,"5,346","2,245",42%,Online
Foot Locker,1185732,04/18/2022,Northeast,Delaware,Wilmington,Men's Street Footwear,52,1,52,25,48%,Outlet
Walmart,1185732,04/18/2022,Southeast,Florida,Orlando,Women's Street Footwear,39,144,"5,616","1,853",33%,Online
Sports Direct,1197831,04/18/2022,Midwest,North Dakota,Fargo,Men's Athletic Footwear,66,79,"5,214","1,929",37%,In-store
Sports Direct,1197831,04/18/2022,Southeast,Georgia,Atlanta,Women's Apparel,56,52,"2,912","1,514",52%,Online
Foot Locker,1185732,04/18/2022,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,41,266,"10,906","5,453",50%,Online
Walmart,1185732,04/18/2022,Northeast,New York,New York,Women's Apparel,48,355,"17,040","5,112",30%,Outlet
West Gear,1128299,04/18/2022,West,Colorado,Denver,Men's Apparel,66,91,"6,006","4,625",77%,Online
Foot Locker,1185732,04/18/2022,West,Arizona,Phoenix,Men's Apparel,34,1,34,9,27%,In-store
Walmart,1185732,04/18/2022,Northeast,New York,New York,Women's Apparel,65,97,"6,305","1,576",25%,Outlet
West Gear,1128299,04/18/2022,Northeast,New York,Albany,Women's Apparel,61,1,61,21,34%,Online
Sports Direct,1197831,04/18/2022,Northeast,Connecticut,Hartford,Women's Apparel,68,133,"9,044","3,889",43%,In-store
West Gear,1128299,04/18/2022,South,Louisiana,New Orleans,Women's Street Footwear,33,219,"7,227","2,819",39%,Online
Foot Locker,1185732,04/18/2022,Northeast,West Virginia,Charleston,Women's Apparel,32,116,"3,712","1,559",42%,Online
West Gear,1128299,04/18/2022,West,Colorado,Denver,Men's Apparel,70,1,70,46,65%,In-store
Sports Direct,1197831,04/18/2022,Northeast,Massachusetts,Boston,Men's Street Footwear,28,76,"2,128","1,021",48%,Online
Amazon,1185732,04/18/2022,Northeast,Massachusetts,Boston,Women's Athletic Footwear,65,208,"13,520","5,949",44%,Outlet
Sports Direct,1197831,04/18/2022,South,Alabama,Birmingham,Women's Apparel,61,83,"5,063","1,823",36%,Online
Walmart,1185732,04/18/2022,West,Hawaii,Honolulu,Women's Street Footwear,41,112,"4,592","1,883",41%,In-store
Sports Direct,1197831,04/18/2022,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,46,104,"4,784","1,914",40%,Online
Kohl's,1189833,04/18/2022,Midwest,Kansas,Wichita,Women's Apparel,48,126,"6,048","2,722",45%,Outlet
Sports Direct,1197831,04/19/2022,South,Tennessee,Knoxville,Women's Apparel,50,1,50,29,58%,Online
Sports Direct,1197831,04/19/2022,Midwest,Michigan,Detroit,Women's Athletic Footwear,63,134,"8,442","4,559",54%,Online
Walmart,1185732,04/19/2022,Northeast,New York,New York,Men's Street Footwear,39,408,"15,912","8,752",55%,Outlet
West Gear,1128299,04/19/2022,West,Utah,Salt Lake City,Women's Athletic Footwear,28,87,"2,436","1,072",44%,Online
West Gear,1128299,04/19/2022,Northeast,Vermont,Burlington,Women's Street Footwear,26,412,"10,712","4,285",40%,Outlet
Kohl's,1189833,04/19/2022,West,California,Los Angeles,Women's Athletic Footwear,48,133,"6,384","3,384",53%,Outlet
Sports Direct,1197831,04/19/2022,Midwest,Michigan,Detroit,Men's Apparel,50,119,"5,950","1,547",26%,Online
Amazon,1185732,04/19/2022,Northeast,Maine,Portland,Women's Street Footwear,27,133,"3,591","1,185",33%,Outlet
Sports Direct,1197831,04/19/2022,Southeast,Georgia,Atlanta,Men's Street Footwear,71,96,"6,816","3,476",51%,Online
Foot Locker,1185732,04/19/2022,Northeast,Pennsylvania,Philadelphia,Men's Apparel,44,230,"10,120","2,732",27%,Outlet
Foot Locker,1185732,04/19/2022,West,Hawaii,Honolulu,Men's Apparel,40,400,"16,000","6,400",40%,Outlet
Foot Locker,1185732,04/19/2022,Southeast,South Carolina,Charleston,Men's Apparel,47,133,"6,251","2,000",32%,Outlet
Foot Locker,1185732,04/19/2022,Northeast,Maryland,Baltimore,Women's Athletic Footwear,24,124,"2,976","1,399",47%,Online
Amazon,1185732,04/19/2022,Midwest,Ohio,Columbus,Women's Athletic Footwear,11,162,"1,782",766,43%,Outlet
Foot Locker,1185732,04/19/2022,West,Wyoming,Cheyenne,Men's Athletic Footwear,22,57,"1,254",464,37%,Online
Foot Locker,1185732,04/19/2022,South,Texas,Dallas,Women's Athletic Footwear,45,266,"11,970","4,908",41%,In-store
Foot Locker,1185732,04/19/2022,Northeast,New Hampshire,Manchester,Men's Apparel,48,133,"6,384","2,362",37%,Online
Walmart,1185732,04/19/2022,South,Arkansas,Little Rock,Men's Street Footwear,63,282,"17,766","8,528",48%,Outlet
West Gear,1128299,04/19/2022,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,56,80,"4,480","2,061",46%,Online
Foot Locker,1185732,04/19/2022,Midwest,Illinois,Chicago,Women's Street Footwear,45,173,"7,785","2,725",35%,In-store
Foot Locker,1185732,04/19/2022,Midwest,Missouri,St. Louis,Men's Apparel,63,243,"15,309","4,133",27%,In-store
Walmart,1185732,04/19/2022,Northeast,New York,New York,Men's Street Footwear,56,360,"20,160","12,499",62%,Online
West Gear,1128299,04/19/2022,West,Utah,Salt Lake City,Women's Street Footwear,64,110,"7,040","3,661",52%,Online
West Gear,1128299,04/19/2022,West,Colorado,Denver,Women's Apparel,85,138,"11,730","3,519",30%,In-store
Walmart,1185732,04/19/2022,Northeast,New York,New York,Men's Street Footwear,60,193,"11,580","5,790",50%,Outlet
Sports Direct,1197831,04/19/2022,Midwest,North Dakota,Fargo,Women's Athletic Footwear,19,202,"3,838","1,535",40%,Online
Kohl's,1189833,04/19/2022,West,California,Los Angeles,Men's Apparel,52,37,"1,924",596,31%,Outlet
Kohl's,1189833,04/19/2022,West,New Mexico,Albuquerque,Women's Street Footwear,47,155,"7,285","2,695",37%,In-store
West Gear,1128299,04/19/2022,South,Oklahoma,Oklahoma City,Men's Street Footwear,42,400,"16,800","5,208",31%,Online
Kohl's,1189833,04/19/2022,West,New Mexico,Albuquerque,Men's Street Footwear,50,51,"2,550","1,250",49%,Outlet
Amazon,1185732,04/19/2022,Northeast,New Hampshire,Manchester,Women's Apparel,40,133,"5,320","2,288",43%,Outlet
Foot Locker,1185732,04/19/2022,Southeast,Virginia,Richmond,Women's Apparel,30,69,"2,070",745,36%,In-store
Kohl's,1189833,04/19/2022,West,Wyoming,Cheyenne,Women's Athletic Footwear,64,78,"4,992","2,646",53%,In-store
Sports Direct,1197831,04/19/2022,South,Texas,Dallas,Men's Athletic Footwear,31,251,"7,781","4,202",54%,In-store
West Gear,1128299,04/19/2022,West,California,San Francisco,Men's Apparel,61,400,"24,400","7,564",31%,Outlet
West Gear,1128299,04/19/2022,West,Colorado,Denver,Women's Apparel,83,181,"15,023","6,460",43%,Online
Kohl's,1189833,04/19/2022,West,California,Los Angeles,Men's Street Footwear,59,286,"16,874","9,281",55%,Outlet
Sports Direct,1197831,04/20/2022,Midwest,North Dakota,Fargo,Men's Street Footwear,63,380,"23,940","12,209",51%,In-store
West Gear,1128299,04/20/2022,Midwest,Iowa,Des Moines,Men's Street Footwear,34,133,"4,522","1,990",44%,Online
West Gear,1128299,04/20/2022,West,Colorado,Denver,Men's Street Footwear,65,60,"3,900","1,755",45%,In-store
West Gear,1128299,04/20/2022,West,Oregon,Portland,Women's Street Footwear,52,48,"2,496",998,40%,Online
Foot Locker,1185732,04/20/2022,Northeast,Rhode Island,Providence,Men's Street Footwear,50,287,"14,350","6,458",45%,Online
Foot Locker,1185732,04/20/2022,Southeast,Kentucky,Louisville,Women's Apparel,69,133,"9,177","6,149",67%,Online
Amazon,1185732,04/20/2022,Midwest,Ohio,Columbus,Men's Apparel,38,1,38,18,47%,In-store
Sports Direct,1197831,04/20/2022,Midwest,North Dakota,Fargo,Women's Apparel,65,109,"7,085","4,038",57%,Outlet
Kohl's,1189833,04/20/2022,West,New Mexico,Albuquerque,Men's Street Footwear,24,86,"2,064",743,36%,Outlet
Walmart,1185732,04/20/2022,Northeast,New York,New York,Men's Athletic Footwear,50,270,"13,500","5,940",44%,Online
Walmart,1185732,04/20/2022,Southeast,Florida,Orlando,Women's Athletic Footwear,43,301,"12,943","5,565",43%,Outlet
West Gear,1128299,04/20/2022,Southeast,Florida,Orlando,Men's Athletic Footwear,60,44,"2,640","1,030",39%,Outlet
West Gear,1128299,04/20/2022,Northeast,New York,Albany,Women's Athletic Footwear,35,240,"8,400","2,436",29%,Online
Sports Direct,1197831,04/20/2022,Southeast,Georgia,Atlanta,Women's Street Footwear,41,260,"10,660","4,477",42%,Outlet
Sports Direct,1197831,04/20/2022,Northeast,Massachusetts,Boston,Women's Street Footwear,38,133,"5,054","2,022",40%,Outlet
West Gear,1128299,04/20/2022,Northeast,Maryland,Baltimore,Men's Athletic Footwear,75,123,"9,225","3,136",34%,Online
Sports Direct,1197831,04/20/2022,Southeast,North Carolina,Charlotte,Men's Apparel,54,181,"9,774","3,421",35%,Online
Kohl's,1189833,04/20/2022,West,New Mexico,Albuquerque,Women's Apparel,48,133,"6,384","3,384",53%,Online
Foot Locker,1185732,04/20/2022,West,Idaho,Boise,Women's Street Footwear,51,400,"20,400","10,812",53%,Online
West Gear,1128299,04/20/2022,West,Colorado,Denver,Men's Street Footwear,64,202,"12,928","7,757",60%,Online
Walmart,1185732,04/20/2022,Northeast,New York,New York,Men's Athletic Footwear,43,350,"15,050","4,966",33%,Outlet
Walmart,1185732,04/20/2022,Northeast,New York,New York,Men's Athletic Footwear,55,1,55,16,30%,Outlet
Sports Direct,1197831,04/21/2022,West,Hawaii,Honolulu,Women's Athletic Footwear,56,130,"7,280","3,130",43%,Outlet
Sports Direct,1197831,04/21/2022,Northeast,Rhode Island,Providence,Women's Apparel,70,133,"9,310","2,979",32%,Online
Amazon,1185732,04/21/2022,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54,118,"6,372","3,377",53%,Online
West Gear,1128299,04/21/2022,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,49,1,49,23,46%,Online
Walmart,1185732,04/21/2022,Northeast,New York,New York,Women's Street Footwear,50,177,"8,850","3,098",35%,Outlet
West Gear,1128299,04/21/2022,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,171,"5,985","2,454",41%,Online
Foot Locker,1185732,04/21/2022,Northeast,Delaware,Wilmington,Women's Apparel,45,133,"5,985","3,052",51%,In-store
Sports Direct,1197831,04/21/2022,Northeast,Massachusetts,Boston,Women's Apparel,31,1,31,16,53%,Online
Foot Locker,1185732,04/21/2022,Midwest,Missouri,St. Louis,Men's Street Footwear,37,7,259,96,37%,Outlet
West Gear,1128299,04/21/2022,West,Oregon,Portland,Men's Athletic Footwear,31,69,"2,139","1,262",59%,Outlet
Kohl's,1189833,04/21/2022,Midwest,Montana,Billings,Women's Apparel,58,89,"5,162","2,168",42%,Outlet
Kohl's,1189833,04/21/2022,Northeast,New Jersey,Newark,Men's Apparel,55,133,"7,315","3,219",44%,Outlet
Walmart,1185732,04/21/2022,Northeast,New York,New York,Women's Street Footwear,36,315,"11,340","4,423",39%,Outlet
Foot Locker,1185732,04/21/2022,Southeast,Georgia,Atlanta,Women's Street Footwear,42,110,"4,620","2,125",46%,Online
West Gear,1128299,04/21/2022,Southeast,Florida,Orlando,Women's Apparel,33,49,"1,617",291,18%,In-store
Foot Locker,1185732,04/21/2022,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,63,45,"2,835","1,077",38%,Online
Foot Locker,1185732,04/21/2022,Midwest,Michigan,Detroit,Men's Athletic Footwear,45,167,"7,515","2,179",29%,In-store
Amazon,1185732,04/21/2022,West,Alaska,Anchorage,Women's Apparel,39,133,"5,187","2,179",42%,Outlet
Kohl's,1189833,04/21/2022,West,California,Los Angeles,Women's Athletic Footwear,62,94,"5,828","2,389",41%,Online
Foot Locker,1185732,04/21/2022,Southeast,South Carolina,Charleston,Women's Athletic Footwear,24,128,"3,072","1,997",65%,Outlet
Walmart,1185732,04/21/2022,Northeast,New York,New York,Women's Street Footwear,47,268,"12,596","5,920",47%,Online
Sports Direct,1197831,04/21/2022,Southeast,Georgia,Atlanta,Women's Street Footwear,46,133,"6,118","2,019",33%,Online
West Gear,1128299,04/21/2022,South,Louisiana,New Orleans,Men's Street Footwear,32,133,"4,256","1,915",45%,Online
Kohl's,1189833,04/21/2022,Midwest,Kansas,Wichita,Women's Athletic Footwear,59,117,"6,903","2,692",39%,Online
West Gear,1128299,04/21/2022,West,Colorado,Denver,Men's Athletic Footwear,70,181,"12,670","3,801",30%,In-store
West Gear,1128299,04/21/2022,West,Utah,Salt Lake City,Men's Athletic Footwear,23,266,"6,118","3,304",54%,In-store
West Gear,1128299,04/21/2022,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,42,124,"5,208","2,552",49%,Outlet
Foot Locker,1185732,04/21/2022,West,Arizona,Phoenix,Men's Street Footwear,16,218,"3,488","2,023",58%,In-store
West Gear,1128299,04/21/2022,West,Colorado,Denver,Men's Athletic Footwear,67,188,"12,596","5,038",40%,Online
Kohl's,1189833,04/21/2022,Midwest,Kansas,Wichita,Men's Athletic Footwear,34,148,"5,032","2,566",51%,In-store
Amazon,1185732,04/22/2022,Southeast,Kentucky,Louisville,Men's Street Footwear,57,221,"12,597","5,795",46%,Online
Foot Locker,1185732,04/22/2022,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,44,133,"5,852","1,931",33%,In-store
Kohl's,1189833,04/22/2022,Midwest,Kansas,Wichita,Women's Apparel,42,254,"10,668","7,041",66%,Online
Sports Direct,1197831,04/22/2022,South,Tennessee,Knoxville,Women's Apparel,63,3,189,112,59%,Outlet
Walmart,1185732,04/22/2022,Northeast,New York,New York,Women's Athletic Footwear,34,306,"10,404","4,058",39%,Outlet
Amazon,1185732,04/22/2022,Northeast,New Hampshire,Manchester,Men's Apparel,43,224,"9,632","4,045",42%,Outlet
Walmart,1185732,04/22/2022,Northeast,New York,New York,Women's Athletic Footwear,50,304,"15,200","5,320",35%,Outlet
Sports Direct,1197831,04/22/2022,South,Texas,Dallas,Men's Apparel,60,48,"2,880","1,066",37%,In-store
Sports Direct,1197831,04/22/2022,Southeast,North Carolina,Charlotte,Women's Street Footwear,35,135,"4,725","2,032",43%,Online
Foot Locker,1185732,04/22/2022,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,46,133,"6,118","2,753",45%,Online
Walmart,1185732,04/22/2022,Northeast,New York,New York,Women's Athletic Footwear,47,252,"11,844","5,448",46%,Online
Foot Locker,1185732,04/22/2022,West,Hawaii,Honolulu,Men's Street Footwear,28,105,"2,940","1,411",48%,Outlet
Kohl's,1189833,04/22/2022,West,California,Los Angeles,Men's Apparel,60,179,"10,740","3,437",32%,Outlet
West Gear,1128299,04/22/2022,West,Colorado,Denver,Women's Street Footwear,67,161,"10,787","5,933",55%,Online
Foot Locker,1185732,04/22/2022,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,55,186,"10,230","4,501",44%,Online
